word,2020-03-06,2020-03-09,2020-03-12,2020-03-13,2020-03-15,2020-03-17,2020-03-19,2020-03-20,2020-03-23,2020-03-25,2020-03-27,2020-03-31,2020-04-02,2020-04-03,2020-04-07,2020-04-09,2020-04-15,2020-04-17,2020-04-21,2020-04-24,2020-04-29,2020-05-01,2020-05-06,2020-05-08,2020-05-13,2020-05-15,2020-05-19,2020-05-20,2020-05-27,2020-06-24,2020-06-26,2020-08-06,2020-08-18,2020-09-01,2020-09-18,2020-09-28,2020-10-13,2020-10-27,2020-11-03,2020-11-17,2020-12-08,2021-01-12,2021-01-20,2021-02-03,2021-02-23,2021-03-08,2021-03-23,2021-04-14,2021-04-20,2021-05-11,2021-05-28,2021-06-18,2021-07-09,2021-07-13,2021-08-13,2021-09-14,2021-11-03,2021-11-12,2021-11-27,2021-12-14,2021-12-18,2022-01-14
onafhankelijkheid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grieken,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
überhaupt,1.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,3.0,0.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0,2.0,1.0,6.0,5.0,1
druk,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,1.0,4.0,0.0,1.0,5.0,9.0,11.0,7.0,13.0,3.0,13.0,2.0,1.0,1.0,8.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,9.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,6.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,8.0,13
voornemen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
buitenlandse,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
genoeg,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,10.0,2.0,5.0,8.0,2.0,5.0,4.0,4.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,11.0,5.0,3.0,6.0,0
inderdaad,2.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,4.0,2.0,2.0,3.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,1.0,6.0,2.0,3.0,7.0,3.0,6.0,2.0,10.0,0.0,6.0,1.0,11.0,4.0,7.0,12.0,6.0,6.0,25.0,10.0,4.0,14.0,12.0,1.0,16.0,1.0,4.0,11.0,12.0,7.0,7.0,2.0,3.0,3
berlijn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
opvang,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0
oproepen,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
terug,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,6.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,7.0,3.0,1.0,0.0,3.0,3.0,8.0,15.0,6.0,9.0,16.0,10.0,5.0,19.0,15.0,9.0,6.0,3.0,7.0,8.0,4.0,5.0,9.0,2.0,6.0,2.0,2.0,8.0,6.0,8.0,9.0,2.0,10.0,8.0,9.0,7.0,3
zorg,4.0,1.0,5.0,10.0,0.0,0.0,24.0,9.0,8.0,3.0,6.0,30.0,3.0,13.0,7.0,16.0,29.0,14.0,18.0,20.0,10.0,11.0,14.0,4.0,4.0,3.0,3.0,0.0,2.0,3.0,2.0,8.0,4.0,7.0,18.0,10.0,8.0,10.0,17.0,5.0,4.0,16.0,3.0,28.0,4.0,4.0,6.0,7.0,13.0,15.0,6.0,8.0,14.0,4.0,26.0,38.0,34.0,40.0,16.0,38.0,27.0,13
erkennen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
red.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
ongemak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
kaart,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,2
uur,2.0,0.0,5.0,6.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,17.0,5.0,13.0,2.0,4.0,3.0,0.0,3.0,16.0,5.0,2.0,2.0,22.0,0.0,20.0,3.0,8.0,3.0,13.0,1.0,3.0,7.0,1.0,19.0,10.0,2.0,12.0,8
via,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,5.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,9.0,3.0,5.0,4.0,2.0,1.0,1.0,2.0,8.0,5.0,9.0,3.0,3.0,3.0,4.0,6.0,4.0,3.0,4.0,1.0,0
aanbieden,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
persbericht,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
verstandig,2.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,1.0,1.0,2.0,2.0,7.0,3.0,5.0,3.0,0.0,6.0,2.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,2.0,7.0,1.0,7.0,3.0,10.0,6.0,8.0,4.0,10.0,5.0,1.0,8.0,2.0,8
eiland,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
vullen,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1
overleggen,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0
ijs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0
i,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
terugsturen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
schiphol,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
beginnen,6.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,7.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,9.0,3.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,10.0,1.0,3.0,9.0,2.0,5.0,1.0,0.0,5.0,9.0,16.0,9.0,8.0,7.0,3.0,9.0,11.0,3.0,6.0,3.0,0.0,3.0,1.0,2.0,2.0,10.0,6.0,9.0,6.0,5.0,3
vervolging,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
richten,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,6.0,3.0,2.0,4.0,2.0,4.0,1.0,0.0,2.0,10.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,2.0,3.0,5.0,2.0,6.0,1.0,1.0,1.0,0
minister,8.0,3.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,7
scherp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1
vals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
nou,5.0,11.0,6.0,9.0,0.0,0.0,7.0,15.0,5.0,2.0,9.0,19.0,9.0,22.0,19.0,8.0,14.0,24.0,15.0,15.0,11.0,13.0,17.0,13.0,8.0,36.0,43.0,13.0,19.0,24.0,27.0,40.0,20.0,33.0,40.0,21.0,52.0,11.0,27.0,28.0,34.0,17.0,27.0,28.0,52.0,44.0,34.0,35.0,31.0,39.0,29.0,9.0,31.0,8.0,15.0,24.0,60.0,48.0,27.0,25.0,19.0,13
voelen,1.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,4.0,3.0,0.0,3.0,0.0,0.0,3.0,6.0,4.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,2.0,1.0,10
niks,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,4.0,1.0,7.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,4.0,5.0,2.0,3.0,0.0,0
1945,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
laten,9.0,2.0,6.0,7.0,0.0,0.0,6.0,5.0,3.0,2.0,6.0,8.0,5.0,11.0,14.0,7.0,9.0,12.0,5.0,4.0,4.0,5.0,14.0,3.0,2.0,9.0,20.0,3.0,9.0,14.0,10.0,29.0,15.0,13.0,21.0,17.0,10.0,3.0,15.0,13.0,29.0,18.0,30.0,15.0,16.0,36.0,20.0,24.0,18.0,23.0,30.0,14.0,49.0,18.0,56.0,58.0,47.0,40.0,29.0,17.0,14.0,10
