words,2020-09-01,2020-09-18,2020-09-28,2020-10-13,2020-10-27,2020-11-03,2020-11-17,2020-12-08,2021-01-12,2021-01-20,2021-02-03,2021-02-23,2021-03-08,2021-03-23,2021-04-14,2021-04-20,2021-05-11,2021-05-28,2021-06-18,2021-07-09,2021-07-13,2021-08-13,2021-09-14,2021-11-03,2021-11-12,2021-11-27,2021-12-14,2021-12-18,2022-01-14
week,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gezondheidsraad,0.0002349093338674814,0.0,0.0,0.00020238342610121474,0.0,0.0,0.0005287145964175276,0.00022699537931648162,0.000652567031405098,0.0014978881769148774,0.004139443340642748,0.0002047838225560846,0.0017525987414950556,0.002682071617749108,0.003558518071820342,0.0015433149532299338,0.000394365990903866,0.0012466307609573922,0.0014707366989964053,0.0,0.00044129932368715356,0.00024404008536056373,0.0004289648705406182,0.001385224667906237,0.00039184876117469243,0.0002108804401741665,0.0003926842595993719,0.0,0.0
fataal,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stempel,0.0022739359263831025,0.0,0.0,0.0,0.0,0.0,0.0,0.0021973283890111164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bot,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vracht,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ieder,0.0001822932754646557,0.0,0.0,0.0002094035574568353,0.00012384569147685449,0.00022447842088631952,0.00027352713485988533,0.00017615192436025895,0.0002250676030933702,0.00016605491242946174,0.0001690669494845703,0.000264859021431227,0.00022667395394812068,0.0003202044689267142,0.0007267013286319834,5.7030298469389504e-05,0.00015301705349495727,6.449364980338e-05,0.00012681271336671703,0.0002489859372200176,0.00034245509895596666,0.00018937887981133848,0.00044384449678350955,0.00020475347845886832,0.0005068011629939365,0.00010909765493457259,5.078817624885931e-05,0.000170682238810856,0.00015774605735572857
volhouden,0.0016486404033811282,0.0008525950371047525,0.0,0.002130550675138689,0.0016800702897540787,0.002030158234948908,0.0009276560355867019,0.0,0.0015266150506899267,0.0007508912139334652,0.0,0.002155820364391631,0.0015375107964918373,0.0007239735303869332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veiligheidsregio,0.003979834192687941,0.003087259241821252,0.007235422940416768,0.0,0.006083559372531654,0.0012252055001573349,0.0,0.0,0.0009213159469687044,0.0,0.0,0.0,0.0,0.0026215188632940727,0.0007932686458645795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008381599231019016,0.0,0.0,0.0,0.0,0.0
knuffelen,0.0013397418033660024,0.0,0.0,0.0,0.0,0.0,0.0,0.0012946067056355127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012574113014831756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012026995120293274,0.0011197841938581513,0.0012544079305401425,0.0
maatregel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zoeken,0.0028029150887936395,0.0005798114590011117,0.0,0.0014488914920533274,0.0,0.0,0.0006308570611332669,0.001083394624296243,0.0010381820927311243,0.0,0.0010398196039183975,0.0004886920896102772,0.0005227958991944996,0.0004923417691443346,0.0,0.0005261337820305379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023611949458605445,0.0,0.0005032409380795909,0.0009370939998354854,0.0,0.0007276441819914613
minister,0.0006319108102593249,0.00032679292562223664,0.0,0.0,0.0006439576367980641,0.00038907178684029637,0.00035556321189711296,0.0,0.0008777091884231882,0.0005756213112819257,0.00029303119592467115,0.0002754362909062142,0.0,0.0,0.0005038149917728584,0.00029653915118314685,0.00026521310237864596,0.0,0.0006593851933140781,0.0006473232690461377,0.0005935520070806438,0.0,0.0011539240882996367,0.001330815030202303,0.0002635202527889951,0.00028363630262021603,0.0,0.0,0.0028708001048867345
klagen,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tijd,0.00020887690363851304,0.00037035693732211285,0.00018599639475938267,0.0002570792660166314,0.0003040842271340571,0.0003307035374884102,0.00043654273449427036,0.0003171770895020313,0.00016578576288789066,0.0002446335230839905,0.0004981417638823844,0.0002081027120016023,0.00036176618362134216,0.0007337990699892199,0.00040444233002819886,0.0003920817856007843,0.0006762781119945005,0.00047506299383488526,0.0004359170162890707,0.0003973755727757078,0.0002242256856950172,0.0006199879825312755,0.0005993858973974722,0.00040219277720653513,0.00042308683460396686,0.0002142981362520317,0.0002494052580758365,0.0005029010800978212,0.0
virusremmer,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
licht,0.0006192504254857275,0.003842947231510372,0.0,0.0,0.0,0.0007625534035300686,0.0006968789477236512,0.0011967765001992038,0.0022936645680983166,0.0,0.0005743205838889713,0.0005398358045746594,0.0005775087235299092,0.004894806947976803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006433202300099077,0.000565402562400012,0.0,0.0,0.0,0.0015527473355463016,0.0005798077232254901,0.0
vaak,0.00162219072139561,0.0008389165735977297,0.0012639330532428694,0.0,0.0,0.0,0.0004563866718567554,0.0,0.0011265922962763212,0.0007388444184203088,0.00037612308524472346,0.0007070779423132829,0.0,0.0010685378762292218,0.00032333835395953177,0.00038062575585818783,0.0003404168965669589,0.0,0.0,0.0,0.0,0.0004213110177476231,0.0007405653293327785,0.0020498169287549114,0.0003382440227590847,0.0007281283543363502,0.0010168956760987407,0.0,0.0
onderwerp,0.0010951141907369372,0.0,0.0,0.0,0.0,0.0,0.0012323964481403236,0.0,0.0010140584947296364,0.0,0.002031315912155581,0.0,0.0010212960256198557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002057275220937122,0.0,0.0,0.0,0.0,0.0009830948765699528,0.0027459579708030662,0.0,0.0
vergeten,0.0019291526711890852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001757307158263644,0.0017891826035633786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jens,0.0019291526711890852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017891826035633786,0.0016817520691759557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toekomst,0.0005605830177587279,0.0005798114590011117,0.0,0.0,0.001142540084721428,0.0,0.0,0.0005416973121481215,0.0,0.0,0.002079639207836795,0.0009773841792205544,0.0,0.0004923417691443346,0.0008938923781481546,0.0005261337820305379,0.0009411072503701127,0.0,0.0,0.0,0.0,0.0005823724636786784,0.0,0.00047223898917210885,0.0,0.0005032409380795909,0.0004685469999177427,0.0010497541861214394,0.0
zullen,0.0012086612933088102,0.0012501193323932814,0.0,0.0,0.0,0.0,0.0013601776851015893,0.0011679422193353827,0.0,0.0,0.0,0.0,0.0,0.0,0.0009636513091058719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010181845851942413,0.0020161499020300154,0.0,0.0,0.0,0.0
plateaut,0.0019291526711890852,0.0,0.0,0.0,0.0,0.00237558486001923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002004137403991488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uitmaken,0.0016845250585600198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031196873525458006,0.0015344705413374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015380446186852353,0.0,0.0,0.0,0.0,0.0,0.0
voldoende,0.00027856962235967345,0.0,0.0,0.00015999896258606889,0.00018925353893412824,0.0003430344250209173,0.0006269815806602412,0.00035891303850449303,0.0,0.00016917008824940668,0.0008611931542980442,0.00016189665228316086,0.00017319475331481683,0.0003262114771172278,0.00014806683656270103,0.00017430054583398566,0.00038971910051745895,0.00029566595297380503,9.689378169032122e-05,9.512133446427875e-05,0.0003488795270447029,9.646580562278446e-05,0.0001695641179580621,0.00015644597702720917,0.00023233891907445108,0.0006668659051297221,7.761143707533191e-05,0.0006955368914967644,0.000241058039657819
ruziemak,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navolgbaar,0.011453387176824741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uitkomst,0.0010951141907369372,0.00113267747432422,0.0011376804667019773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023246467297953757,0.0,0.0,0.002057275220937122,0.0,0.0019997737396065807,0.0,0.0,0.0009830948765699528,0.0018306386472020442,0.0,0.0
überhaupt,0.0005048299493818816,0.0005221460162472233,0.00013111307872638978,0.0003261978134467543,0.0,0.00031082723584978687,0.0,0.0004878225312022127,0.00035059843728725955,0.00022993029452869594,0.00011705047722261295,0.0004400889699578153,0.00035310072589597117,0.00022168783438128936,0.0005031186614178753,0.000236903439933397,0.00010593861892810365,0.00013395307321143794,0.00013169476940396916,0.0,0.00047418531986668757,0.0005244523149055591,0.000345698769685419,0.0,0.0002105248299549975,0.00011329771383074291,0.0006329211305683293,0.0005908439694198775,0.00016381899019676956
kinderopvang,0.0016845250585600198,0.008711528007328863,0.0,0.0,0.0,0.0,0.0,0.0,0.006239374705091601,0.0,0.02187225596540392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
personeel,0.0009949585481719852,0.0,0.0,0.0017143901137732667,0.0,0.0,0.002239370818469387,0.0,0.0,0.0,0.0,0.0,0.0,0.0017476792421960488,0.001586537291729159,0.0,0.0,0.003168062958439317,0.0,0.0,0.0,0.003100895545892901,0.0,0.0008381599231019016,0.0,0.0,0.0,0.0,0.002582938747572306
harmonie,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gelden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aantal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gebruik,0.0016092006771983704,0.0011650782739399282,0.0006686996453658245,0.00027727765514802685,0.0,0.0,0.0001810928226206013,0.00015549876716395097,0.0004470283456028228,0.0,0.0,0.00042084951735773537,0.0006002918307328417,0.0009893159055038823,0.00012829966077188362,0.0003020622500215935,0.00040522912128164527,0.0006831841142185139,0.0003358331848066164,0.00016484494742032086,0.0,0.00016717491134145613,0.0007346350917644734,0.0012200415449475322,0.0002684283682816005,0.00014445954170880026,0.0001345003551091175,0.0010546926731446642,0.00041775275858394774
afweg,0.0013397418033660024,0.0,0.001391816573108144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012425365621123177,0.0,0.001249434068801284,0.0,0.0,0.0,0.0011245798435106488,0.0,0.0,0.0,0.0,0.0,0.0,0.0011286077082796697,0.0,0.0,0.0,0.0,0.0
veranderen,0.0002349093338674814,0.00048593381992639953,0.0007321202560816912,0.0006071502783036442,0.0,0.0,0.0002643572982087638,0.0013619722758988896,0.0,0.0006419520758206618,0.0004357308779623945,0.0,0.0004381496853737639,0.000412626402730632,0.0001872904248326496,0.0008818942589885336,0.000394365990903866,0.00024932615219147846,0.0,0.000962555319261875,0.00044129932368715356,0.0007321202560816912,0.0006434473058109274,0.00019788923827231957,0.0,0.0002108804401741665,0.00019634212979968596,0.0,0.0009147462802256891
groter,0.0004698186677349628,0.0009718676398527991,0.00024404008536056373,0.000809533704404859,0.0,0.0005785411028861951,0.0010574291928350551,0.0,0.00043504468760339863,0.0006419520758206618,0.0004357308779623945,0.0008191352902243384,0.00021907484268688195,0.000618939604095948,0.0001872904248326496,0.0006614206942414002,0.000197182995451933,0.0,0.0,0.0,0.0,0.00048808017072112745,0.0002144824352703091,0.0007915569530892783,0.0011755462835240772,0.0,0.0005890263893990578,0.0004398939118282773,0.0003049154267418964
behandelfase,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macht,0.0016845250585600198,0.0017423056014657726,0.003500002595170642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001581006758871974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hetzij,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leveren,0.0006319108102593249,0.0,0.0006564727145450229,0.00027220773365017073,0.0,0.0,0.00035556321189711296,0.0021371773993651448,0.0011702789178975842,0.00028781065564096285,0.0029303119592467113,0.0008263088727186427,0.0014732892800653568,0.0038849064899587472,0.001763352471205004,0.00029653915118314685,0.001591278614271876,0.0006706923401308358,0.0006593851933140781,0.0,0.0,0.0,0.0,0.0002661630060404606,0.0002635202527889951,0.0,0.00026408212966061337,0.000887492571096695,0.0
adequaat,0.0019291526711890852,0.0,0.002004137403991488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001625131476589086,0.0,0.0,0.0,0.0,0.0
gang,0.0010114066458277089,0.0005230493471826674,0.0,0.00043568286281808993,0.0030920646849914705,0.0,0.0011381954215247709,0.0,0.0,0.0009213123280351554,0.0004690119146267293,0.0004408503393229746,0.0,0.0,0.00040319125948928326,0.0,0.0,0.0,0.0,0.0,0.0,0.0010507192716372664,0.0004617291209213453,0.0008520159136772103,0.0,0.0004539748914096891,0.0004226774042265052,0.0004734929201804879,0.0006564096111994402
corona-app,0.0022739359263831025,0.0,0.00472464425693733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
catshuis,0.0009949585481719852,0.0,0.0,0.0,0.0,0.0024504110003146697,0.0,0.0009614389914956898,0.0009213159469687044,0.0,0.0027683073800873533,0.0,0.0009278915564236753,0.0,0.0023798059375937384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018168808270966684,0.0,0.00248951330351118,0.0,0.0,0.0,0.0
stimuleren,0.00181073254590549,0.0009364210527637892,0.0009405571881558553,0.0007800078659285189,0.0,0.0,0.002037723898550102,0.0,0.0,0.001649435688601748,0.0008396772373757321,0.0,0.0,0.0,0.0,0.0,0.0007599648372536961,0.0,0.0,0.0,0.0,0.0009405571881558553,0.0016532775419137084,0.0,0.0,0.0,0.0,0.0,0.0
zover,0.0007191443041157033,0.0011157172844855768,0.0011206453643640467,0.0003097852386959953,0.0007328541608666093,0.0,0.0,0.0006949167638784447,0.00033295815025199493,0.0006550841995662798,0.0003334833208359886,0.0,0.001006003610198335,0.00031580048604931563,0.0002866826107254465,0.0006749510787231183,0.00030182501842971704,0.0007632795141155842,0.00037520572388645396,0.0,0.0,0.0,0.0,0.001514530267980063,0.0,0.00032279148917559815,0.0,0.0006733389344268051,0.0
zien,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
