words,2020-09-01,2020-09-18,2020-09-28,2020-10-13,2020-10-27,2020-11-03,2020-11-17,2020-12-08,2021-01-12,2021-01-20,2021-02-03,2021-02-23,2021-03-08,2021-03-23,2021-04-14,2021-04-20,2021-05-11,2021-05-28,2021-06-18,2021-07-09,2021-07-13,2021-08-13,2021-09-14,2021-11-03,2021-11-12,2021-11-27,2021-12-14,2021-12-18,2022-01-14
samenleving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sport,0.00035957215205785167,0.0,0.004109033002668171,0.0015489261934799766,0.0,0.00044278204274349073,0.00040464770413400344,0.001042375145817667,0.00033295815025199493,0.0003275420997831399,0.0,0.0018807569347073399,0.0,0.0,0.000573365221450893,0.0006749510787231183,0.0006036500368594341,0.0011449192711733762,0.0,0.0,0.0,0.0,0.0,0.0006058121071920252,0.0008996954272766672,0.0006455829783511963,0.0003005379181379059,0.00033666946721340257,0.0023336470795807594
evalueren,0.005787458013567255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015380905364870267,0.0,0.0,0.0,0.0,0.013833436227551002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
informatie,0.0004055476803489025,0.0,0.0004213110177476231,0.0006987898492165704,0.0008265581838653541,0.0,0.0,0.0011756550667797272,0.00037553076542544043,0.0011082666276304631,0.00037612308524472346,0.0007070779423132829,0.0,0.0,0.0019400301237571906,0.0,0.0013616675862678355,0.0,0.00042318018819015915,0.001246317261560042,0.0,0.0,0.0,0.0,0.0003382440227590847,0.0003640641771681751,0.0006779304507324937,0.001518866471625189,0.002632031302926652
derde,9.285654078655782e-05,0.00019208318727351276,0.0002893974168683534,0.00031999792517213777,0.0,0.00011434480834030577,0.0007314785107702814,0.00035891303850449303,8.598369446062363e-05,0.0011841906177458466,0.0007750738388682398,0.0010523282398405458,0.0011257658965463093,0.0008970815620723765,0.0008884010193762062,0.00017430054583398566,0.00038971910051745895,0.0003942212706317401,9.689378169032122e-05,0.000380485337857115,0.0,0.0004823290281139223,0.0004239102948951553,0.00023466896554081378,0.00046467783814890215,0.00033343295256486107,0.00031044574830132765,0.00078247900293386,0.0
helaas,0.00046428270393278917,0.0003841663745470255,0.0005787948337367068,0.00023999844387910332,0.0,0.0005717240417015289,0.0006269815806602412,0.0006280978173828629,0.00017196738892124726,0.0,0.00017223863085960884,0.0006475866091326434,0.00017319475331481683,0.0010601873006309903,0.00029613367312540206,0.00017430054583398566,0.0,0.0003942212706317401,9.689378169032122e-05,0.0002853640033928363,0.00017443976352235144,0.00038586322249113783,0.0005086923538741864,0.00023466896554081378,0.0010068019826559545,0.0005001494288472916,0.00023283431122599575,0.00026082633431128663,0.0010847611784601855
contracteren,0.0019291526711890852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005367547810690136,0.008408760345879777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kajsa,0.0019291526711890852,0.0019953241348446477,0.0,0.0,0.0,0.0,0.0,0.0,0.0017863649931640663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hand,0.00017903734597586832,0.00015431539055088038,6.199879825312755e-05,0.00010283170640665258,0.00012163369085362285,3.6744837498712246e-05,0.0001007406310371393,0.0002306742469105682,2.7630960481315113e-05,8.15445076946635e-05,0.00011069816975164098,0.0002081027120016023,0.0001113126718834899,0.0002096568771397771,0.0001427443517746584,5.60116836572549e-05,2.5047337481277796e-05,3.167086625565902e-05,0.0001556846486746681,6.113470350395504e-05,0.0,0.00015499699563281888,0.00016346888110840152,0.00020109638860326757,0.00014932476515434125,5.357453406300793e-05,0.00012470262903791824,0.00011175579557729361,3.873214107204216e-05
4,0.0009083035475004385,0.0,0.001415412948578422,0.0,0.0,0.0016777460291002866,0.0015332511557806445,0.000877703345818008,0.0,0.0,0.0016848027947326746,0.001979549614270785,0.002541233081349363,0.0011966000431596516,0.0025346287467876644,0.0004262430055309321,0.0011436455801504453,0.0033741673298843004,0.0018955900121748284,0.0,0.0,0.0,0.0,0.0,0.0007575638098301531,0.0,0.0007591790844779784,0.0008504498183602833,0.0
voeden,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nauwelijks,0.000905366272952745,0.0009364210527637892,0.0018811143763117107,0.0007800078659285189,0.0,0.0022297607057433053,0.0,0.002624595078863833,0.0,0.000824717844300874,0.0,0.0007892592564806732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007626867743498769,0.0007551139978669704,0.0,0.0,0.0,0.0
bnr,0.0002349093338674814,0.0,0.00024404008536056373,0.0,0.0004787753494422151,0.00028927055144309757,0.0002643572982087638,0.00022699537931648162,0.0,0.00021398402527355394,0.00021786543898119726,0.0002047838225560846,0.00021907484268688195,0.000206313201365316,0.0,0.0002204735647471334,0.000197182995451933,0.00024932615219147846,0.0,0.00024063882981546875,0.0,0.00024404008536056373,0.0002144824352703091,0.0,0.00019592438058734621,0.000421760880348333,0.00019634212979968596,0.00021994695591413864,0.0003049154267418964
kandidaatvaccin,0.005726693588412371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onverwacht,0.001494777140775828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013940189671311448,0.002625627957509147,0.004767072318786098,0.0,0.0,0.0,0.0015597674512443423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluatie,0.012086612933088103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010615277676857065,0.0009636513091058719,0.0,0.0,0.0,0.0,0.002476281674096099,0.0,0.0,0.0,0.0,0.0,0.0010850272373520312,0.0010102243645566176,0.0,0.0015688583674736876
stadion,0.0013397418033660024,0.00277139201540619,0.0,0.0,0.0,0.0,0.0,0.0025892134112710254,0.0,0.0,0.0,0.002335858207202993,0.0,0.0023533030033732923,0.0,0.0,0.0022491596870212976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaats,0.00018571308157311564,0.00019208318727351276,0.0004823290281139223,0.00031999792517213777,0.0,0.00022868961668061154,0.0002089938602200804,0.0002691847788783698,8.598369446062363e-05,0.00016917008824940668,8.611931542980442e-05,0.00016189665228316086,0.00017319475331481683,0.0003262114771172278,0.0,0.00017430054583398566,0.0002338314603104754,0.0005913319059476101,0.00019378756338064244,0.000380485337857115,0.0006977590540894058,0.0,0.0005086923538741864,0.00023466896554081378,0.00038723153179075177,0.00033343295256486107,0.00015522287415066383,8.694211143709555e-05,0.0001205290198289095
hugo,0.00017903734597586832,0.00018517846866105642,0.0002479951930125102,0.00020566341281330516,0.00012163369085362285,0.00018372418749356122,0.0001007406310371393,0.0002883428086382103,0.00019341672336920578,0.00013590751282443916,0.00016604725462746148,0.00015607703400120175,0.00016696900782523484,0.0001310355482123607,7.13721758873292e-05,8.401752548588234e-05,5.009467496255559e-05,6.334173251131804e-05,0.00021795850814453535,0.00021397146226384266,0.0001121128428475086,0.0001239975965062551,0.0001362240675903346,0.00010054819430163378,0.00014932476515434125,0.00032144720437804757,9.976210323033458e-05,0.000139694744471617,0.0
idee,0.0005605830177587279,0.0,0.0011647449273573568,0.0,0.0,0.0,0.0006308570611332669,0.002166789248592486,0.0010381820927311243,0.0005106472725672068,0.0010398196039183975,0.0004886920896102772,0.0005227958991944996,0.0009846835382886691,0.0,0.0,0.002823321751110338,0.0,0.0,0.0,0.0,0.0023294898547147136,0.0,0.0009444779783442177,0.0,0.0005032409380795909,0.001405640999753228,0.0,0.0
coronamaatregeel,0.001494777140775828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013616250329607853,0.0,0.0,0.0,0.0,0.0,0.0014029193276555256,0.0,0.0015865143660219979,0.0,0.0,0.0,0.0,0.0,0.0012592105426592933,0.0,0.0,0.0,0.0,0.0
gat,0.0016817490532761836,0.0,0.0,0.0009659276613688849,0.0,0.0,0.0012617141222665339,0.0,0.0,0.0,0.0005199098019591987,0.0004886920896102772,0.0,0.0004923417691443346,0.0004469461890740773,0.0,0.00047055362518505636,0.0005949870296789386,0.00058495619244389,0.0,0.0,0.0,0.0005118366683884036,0.00047223898917210885,0.0,0.0,0.0004685469999177427,0.0005248770930607197,0.0007276441819914613
vi,6.076442515488524e-05,6.284869303618738e-05,0.0001262525865408923,0.0008899651191915501,0.0004953827659074179,0.0001496522805908797,0.000205145351144914,5.871730812008631e-05,5.626690077334255e-05,0.00011070327495297452,0.00011271129965638019,0.000264859021431227,5.666848848703017e-05,5.33674114877857e-05,0.00019378702096852895,0.00022812119387755802,0.0,0.0006449364980338,0.00012681271336671703,6.22464843050044e-05,0.0,6.312629327044615e-05,5.5480562097938694e-05,5.118836961471708e-05,0.00020272046519757462,0.00027274413733643146,0.00020315270499543723,0.00022757631841447467,0.00047323817206718576
drukken,0.0004055476803489025,0.0012583748603965945,0.0008426220354952462,0.0003493949246082852,0.0008265581838653541,0.0,0.0,0.00039188502225990905,0.0,0.0,0.0,0.00035353897115664146,0.0,0.0014247171683056292,0.001293353415838127,0.0015225030234327513,0.0010212506897008765,0.0008608737763362985,0.00042318018819015915,0.0008308781743733612,0.0,0.0,0.0,0.0006832723095849704,0.0013529760910363387,0.0,0.00033896522536624687,0.00037971661790629725,0.0
dialoog,0.0022739359263831025,0.0,0.0,0.0019590832596531344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
epidemiologisch,0.0005057033229138544,0.0,0.0005253596358186332,0.0,0.0,0.0,0.0,0.0004886664813037739,0.0009365466263727445,0.0004606561640175777,0.0,0.0013225510179689238,0.0018864618802432761,0.002220713621160167,0.0012095737784678497,0.0,0.0016979503433167532,0.002683696334596989,0.000527690423910109,0.0005180375503019972,0.0,0.0015760789074558998,0.0004617291209213453,0.0,0.00042177809060049134,0.0,0.0,0.0,0.0
thema,0.0022739359263831025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003801206324700112,0.0,0.0
verspreiden,0.00054893434058342,0.0014194080574452552,0.0005702710110654612,0.0,0.0,0.0,0.0,0.000265220535959779,0.0005083045547449622,0.0,0.0002545531484724377,0.00047853727540852635,0.00025596621115230055,0.0,0.00021882941848342443,0.0,0.0002303878602876881,0.00029131172586917964,0.0005728010510435688,0.0011246459660733486,0.0005156124477045543,0.0002851355055327306,0.00025060045983156136,0.0002312130317070566,0.0004578345989546823,0.0,0.0013764323763882772,0.0012849259246140567,0.0010687860670961955
lessons,0.0033690501171200395,0.0,0.0,0.0014512831273747863,0.0,0.0,0.0,0.0016277744197753354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015772304688428211,0.0
contract,0.0053589672134640096,0.0,0.0,0.0034627172763921294,0.0,0.0,0.0,0.0012946067056355127,0.0,0.0,0.0037276096863369536,0.0035037873108044897,0.0,0.0,0.0,0.0,0.0022491596870212976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gebruiken,0.0003714261631462313,0.0005762495618205383,0.00038586322249113783,7.999948129303444e-05,0.0,0.0,0.0003134907903301206,8.972825962612326e-05,0.0004299184723031181,0.00016917008824940668,0.00017223863085960884,0.00040474163070790216,0.0006061816366018589,0.0005708700849551486,0.0003701670914067526,8.715027291699283e-05,0.0002338314603104754,0.0004927765882896751,0.0003875751267612849,0.0001902426689285575,0.0,9.646580562278446e-05,0.0006782564718322484,0.0007040068966224413,0.0010068019826559545,8.335823814121527e-05,0.00015522287415066383,0.0003477684457483822,0.000482116079315638
cluster,0.0019899170963439705,0.004116345655761669,0.0020672636972619337,0.0051431703413198,0.0,0.0,0.0011196854092346935,0.0,0.0,0.0009063293978700656,0.0,0.0,0.0,0.0,0.0,0.0,0.000835168631442009,0.0,0.0,0.0010192258298347165,0.0,0.0,0.0,0.0,0.00082983776783706,0.0,0.0,0.0,0.0
methode,0.0022739359263831025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020413348468904797,0.0,0.0,0.0
mondkapje,0.003096252127428638,0.003202456026258644,0.0032166011500495387,0.0037345564121600795,0.0,0.0,0.0006968789477236512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009874420344016482,0.0017435877901944505,0.0,0.000657254964233949,0.0006461743570285852,0.0,0.0,0.0006433202300099077,0.000565402562400012,0.006259929802617898,0.0,0.0011118145043835352,0.0,0.0005798077232254901,0.0
onderscheid,0.0010951141907369372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020425920512397115,0.0,0.0,0.0,0.0009192393207042385,0.0,0.0,0.0,0.0,0.0011376804667019773,0.0,0.0046126586257401085,0.004566859178392334,0.0009830948765699528,0.0,0.0,0.0014214727244002629
ontwikkeling,0.00045415177375021925,0.0,0.0,0.0,0.0,0.0005592486763667622,0.0010221674371870965,0.0,0.001261612171488798,0.0,0.001263602096049506,0.0015836396914166281,0.0,0.00039886668105321724,0.0007241796419393328,0.0008524860110618642,0.0,0.0,0.0004738975030437071,0.0009304572925614248,0.0,0.00047180431619280727,0.00041466031516324366,0.0003825805773139383,0.0,0.00081539310829047,0.0003795895422389892,0.0008504498183602833,0.0
dichterbij,0.0010951141907369372,0.0,0.0011376804667019773,0.0,0.0,0.0,0.0012323964481403236,0.0,0.0,0.0,0.0,0.0009546733048974338,0.0,0.0,0.001746243102788662,0.0010278166706357847,0.0009192393207042385,0.0023246467297953757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
structureer,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verschil,0.00037862246203641125,0.00026107300812361166,0.0006555653936319489,0.000978593440340263,0.0005144540905312763,0.0009324817075493606,0.0001420287130318404,0.00012195563280055318,0.0,0.00034489544179304384,0.00011705047722261295,0.0005501112124472691,0.00035310072589597117,0.00011084391719064468,0.0,0.001421420639600382,0.00031781585678431097,0.0009376715124800654,0.0003950843082119074,0.00012928571874414044,0.0,0.0006555653936319489,0.00023046584645694597,0.00021263611048463212,0.0009473617347974886,0.00022659542766148582,0.00010548685509472155,0.0,0.0004914569705903087
eigenlijk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mogelijk,0.001078716456173555,0.00037190576149519227,0.0,0.0006195704773919906,0.0,0.00044278204274349073,0.0008092954082680069,0.0006949167638784447,0.00033295815025199493,0.0003275420997831399,0.0003334833208359886,0.0,0.00033533453673277846,0.0,0.0020067782750781255,0.0026998043148924733,0.0,0.0015265590282311683,0.0015008228955458159,0.0,0.0,0.0007470969095760311,0.0006566100168012944,0.0012116242143840503,0.0005997969515177782,0.0006455829783511963,0.0,0.0,0.0
los,0.0001262074873454704,0.00013053650406180583,0.00013111307872638978,0.0002174652089645029,0.0,0.00031082723584978687,0.0011362297042547232,0.0003658668984016595,0.00035059843728725955,0.00011496514726434797,0.0002341009544452259,0.00022004448497890764,0.00035310072589597117,0.0006650635031438681,0.0005031186614178753,0.0003553551599000955,0.00031781585678431097,0.0005358122928457518,0.0005267790776158766,0.00038785715623242134,0.0,0.0010489046298111182,0.001037096309056257,0.0003189541657269482,0.000421049659909995,0.0,0.0007384079856630508,0.0,0.0004914569705903087
weleens,0.0029848756445159555,0.0,0.0,0.0,0.0,0.0,0.0,0.0009614389914956898,0.0,0.0,0.0,0.0,0.0009278915564236753,0.0,0.0,0.0,0.000835168631442009,0.0,0.0010382176154838108,0.0,0.0,0.0,0.0018168808270966684,0.0025144797693057047,0.0,0.007145473298627508,0.0,0.0009315853922374639,0.0
druk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onverstaanbaar,0.0015006618710858394,0.0007760678805615424,0.0007794957422248,0.002585755839409447,0.0,0.000923967727956517,0.0,0.0,0.0,0.0,0.0,0.001308212276054075,0.0006997535132422472,0.0006589911726650289,0.0,0.0,0.0,0.0,0.0,0.0015372633801367136,0.004228702141526232,0.0,0.0,0.0,0.0006258079292187757,0.0006735795268690639,0.0,0.0,0.0
gebied,0.0006822674086096406,0.0,0.002126359909518385,0.0005877996135713827,0.0,0.0,0.0,0.0,0.0012635377520077752,0.0006214922327846145,0.0,0.0,0.0006362779322164451,0.0,0.0005439637101863983,0.0006403403611531822,0.002290782219914168,0.000724139415636225,0.0014238624179679455,0.0006989080771123147,0.0,0.0,0.0,0.0,0.0005690400514361258,0.0,0.0,0.0,0.0
waarmaken,0.0019291526711890852,0.0,0.0,0.0,0.00393186055687758,0.0,0.004341978069508831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kansrijk,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ongemerkt,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eronder,0.0010114066458277089,0.0010460986943653348,0.0015760789074558998,0.0,0.00206137645666098,0.0006227299557556993,0.0,0.003420665369126417,0.0009365466263727445,0.0004606561640175777,0.0018760476585069172,0.0004408503393229746,0.00047161547006081903,0.0,0.00040319125948928326,0.0,0.0004244875858291883,0.0005367392669193979,0.0,0.0,0.0,0.0,0.0,0.0,0.00042177809060049134,0.0,0.0012680322126795156,0.0,0.0
10,0.00019711021603513977,0.0004077425049381256,0.00040954348773378864,0.0,0.0004017358995794183,0.0002427242032013868,0.0017745578109651628,0.0,0.0007300838238025965,0.0005386559583051689,0.0007312353755751557,0.00034366436479959134,0.0005514709295574727,0.0013849237583708702,0.0,0.00018499729773130438,0.00016545439975540642,0.0008368289316148895,0.00020568022542797197,0.00020191778227989928,0.0,0.00020477174386689432,0.00035994039449895087,0.0,0.00016439830784207405,0.00017694779699032397,0.00016474883728310192,0.00036911085040975224,0.0
blijven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beroemd,0.0016845250585600198,0.0,0.0,0.0,0.0,0.0,0.0018956951855182615,0.0016277744197753354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015122148617302163,0.0,0.0,0.0
kritisch,0.0038583053423781703,0.0,0.0,0.004986117673227174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003624095113927099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
situatie,0.0019499873565177143,0.002304998247282153,0.0013505212787189823,0.00031999792517213777,0.0003785070778682565,0.00022868961668061154,0.0,0.00017945651925224652,0.0008598369446062362,0.00025375513237411,0.0,0.0,0.00043298688328704204,0.0005708700849551486,0.0008143676010948557,0.00026145081875097846,0.0002338314603104754,0.0005913319059476101,0.00048446890845160604,0.0013316986824999026,0.00017443976352235144,0.0002893974168683534,0.001271730884685466,0.0010168988506768597,0.0010068019826559545,0.0004167911907060763,0.0003880571853766596,0.0006955368914967644,0.000723174118973457
én,0.0009083035475004385,0.0,0.0,0.00039126922046172735,0.0,0.0005592486763667622,0.0,0.0,0.0,0.0016547869432385993,0.0,0.00039590992285415703,0.00042353884689156057,0.0007977333621064345,0.0007241796419393328,0.0008524860110618642,0.0015248607735339269,0.00048202390426918583,0.0004738975030437071,0.0009304572925614248,0.0,0.00047180431619280727,0.0008293206303264873,0.0003825805773139383,0.0,0.0,0.0,0.0,0.0005894950175830661
observatie,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vraag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
volgen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toetsen,0.0013397418033660024,0.001385696007703095,0.0,0.0,0.0,0.0,0.0015076902973764775,0.0,0.0,0.0012203999696037329,0.0,0.0,0.0,0.0,0.001068160244581979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011286077082796697,0.0,0.0,0.0,0.0,0.0
figuurlijk,0.004547871852766205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029515989508019083
set,0.0013397418033660024,0.0,0.001391816573108144,0.0011542390921307098,0.0,0.0,0.0,0.0,0.0012405798116208024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014219642245112084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004479136775432605,0.0,0.0
varen,0.00035957215205785167,0.00037190576149519227,0.0011206453643640467,0.0,0.0,0.0,0.0,0.0,0.0006659163005039899,0.0,0.001000449962507966,0.00031345948911789,0.0013413381469311138,0.0006316009720986313,0.0,0.00033747553936155916,0.00030182501842971704,0.0,0.00037520572388645396,0.0003683422045470676,0.0,0.0011206453643640467,0.0006566100168012944,0.0012116242143840503,0.0017993908545533344,0.0,0.0018032275088274354,0.0010100084016402076,0.00046672941591615187
kennis,0.006570685144421623,0.0,0.0,0.0009434829950964382,0.0,0.0,0.0,0.0,0.0020281169894592727,0.0,0.0010156579560777904,0.0009546733048974338,0.0,0.0009618030532536506,0.0,0.0,0.0,0.0,0.0,0.0022436485859000663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002050723389023309,0.0
bekijken,0.000643680270879348,0.0003328795068399795,0.00016717491134145613,0.0,0.00032797573594199017,0.0005944774857754817,0.0003621856452412026,0.00031099753432790194,0.00029801889706854856,0.0004397567768517312,0.0,0.00014028317245257845,0.0004502188730496312,0.00014133084364341175,0.0015395959292626034,0.0,0.00040522912128164527,0.00034159205710925693,0.0,0.0004945348422609626,0.000604607027599132,0.00033434982268291225,0.000440781055058684,0.0006778008583041847,0.00013421418414080025,0.00014445954170880026,0.000269000710218235,0.0,0.0014621346550438173
ic,0.0009478662153889871,0.0,0.0,0.0008166232009505121,0.0,0.002334430721041778,0.00035556321189711296,0.000610622114104327,0.00029256972947439605,0.0008634319669228884,0.00029303119592467115,0.0,0.0002946578560130714,0.0011099732828453563,0.0010076299835457168,0.0008896174535494406,0.0,0.0,0.00032969259665703907,0.0,0.0,0.0006564727145450229,0.0005769620441498183,0.0021293040483236847,0.003952803791834925,0.0005672726052404321,0.0005281642593212267,0.0005916617140644634,0.0
zichtbaar,0.001238500850971455,0.0012809824105034574,0.0,0.0,0.0037863353572160255,0.0,0.0,0.0,0.0,0.0,0.0,0.0005398358045746594,0.0,0.0005438674386640893,0.0004937210172008241,0.0,0.000519799072356328,0.000657254964233949,0.0019385230710857555,0.0,0.0,0.0006433202300099077,0.0,0.0020866432675392993,0.0005164812059370324,0.0011118145043835352,0.001035164890364201,0.0,0.0
privésfeer,0.0022739359263831025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001997123711296885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aanjagen,0.0028633467942061853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meerekenen,0.0022739359263831025,0.0,0.0,0.0,0.0,0.0,0.0025589939228962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geval,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precies,0.005969751289031911,0.0010290864139404173,0.0,0.0008571950568866334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009338158440943772,0.000835168631442009,0.0,0.0,0.0,0.0,0.0,0.002725321240645003,0.0008381599231019016,0.00165967553567412,0.0008931841623284386,0.0,0.0,0.0
overlijden,0.0010951141907369372,0.00113267747432422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001995126705354978,0.002031315912155581,0.0,0.0,0.0009618030532536506,0.006984972411154648,0.0020556333412715695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010253616945116546,0.0
daaronder,0.001494777140775828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027880379342622896,0.0013128139787545734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012592105426592933,0.001246707742944946,0.0,0.0,0.0,0.0
